Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.6,1193.0,64.1,5.0,1.5,Tata
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.7,1968.0,174.33,5.0,19.9,Audi
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.0,1798.0,177.5,5.0,10.0,Skoda
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.5,1364.0,67.06,5.0,3.0,Toyota
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.0,1493.0,94.0,5.0,2.11,Maruti
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.0,1595.0,120.7,5.0,11.96,Mercedes-Benz
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.0,1498.0,98.6,5.0,3.25,Honda
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.3,1582.0,126.32,5.0,4.75,Hyundai
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.4,1461.0,83.8,5.0,5.95,Renault
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.2,1591.0,121.3,5.0,8.15,Hyundai
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.5,998.0,67.0,5.0,4.22,Maruti
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.7,1796.0,186.0,5.0,10.5,Mercedes-Benz
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.0,2967.0,246.7,5.0,45.0,Audi
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.8,1086.0,68.05,5.0,2.9,Hyundai
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.0,1598.0,103.52,5.0,8.9,Skoda
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.6,1798.0,177.46,5.0,26.0,Skoda
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.1,1197.0,81.86,5.0,8.22,Hyundai
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.0,1498.0,98.6,5.0,3.5,Honda
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.0,998.0,67.1,5.0,1.25,Maruti
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.0,1461.0,65.0,5.0,3.7,Mahindra
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.2,2143.0,167.62,5.0,39.41,Mercedes-Benz
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.0,998.0,67.04,5.0,2.65,Maruti
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.0,1461.0,108.5,5.0,8.92,Nissan
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.0,1248.0,94.0,5.0,4.1,Maruti
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.8,1998.0,189.08,4.0,35.67,Mini Cooper
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,3.6,Ford
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.0,1396.0,53.5,5.0,0.85,Tata
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.0,1199.0,76.8,5.0,3.32,Chevrolet
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.0,1199.0,73.9,5.0,3.6,Volkswagen
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,6.8,Maruti
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,Ford
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.3,2755.0,171.5,7.0,19.64,Toyota
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.7,2199.0,194.3,7.0,7.0,Hyundai
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.0,1497.0,117.3,5.0,3.87,Honda
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.27,Hyundai
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.2,2143.0,167.62,5.0,18.12,Mercedes-Benz
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.4,936.0,57.6,5.0,2.65,Chevrolet
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.5,1396.0,88.73,5.0,7.2,Hyundai
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.9,2494.0,100.6,7.0,14.3,Toyota
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.7,1248.0,88.76,7.0,6.9,Maruti
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.0,2494.0,102.0,7.0,10.75,Toyota
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,94.0,5.0,0.95,Hyundai
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.0,1497.0,117.3,5.0,8.09,Honda
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,18.5,BMW
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,Hyundai
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.0,1248.0,88.5,5.0,8.45,Maruti
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.0,1598.0,103.6,5.0,3.5,Skoda
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.0,1493.0,82.0,5.0,1.8,Hyundai
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.9,1498.0,103.6,5.0,3.7,Volkswagen
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.0,1199.0,88.7,5.0,7.17,Honda
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.8,1086.0,68.05,5.0,1.75,Hyundai
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.3,1995.0,183.0,5.0,21.99,Hyundai
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.6,2393.0,147.8,7.0,18.65,Toyota
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.0,796.0,35.0,5.0,1.85,Maruti
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.0,1197.0,81.8,5.0,5.95,Maruti
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.0,1197.0,82.0,5.0,3.75,Hyundai
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,3.75,Maruti
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,Hyundai
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,94.0,5.0,1.75,Hyundai
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,Hyundai
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.5,2987.0,254.79,5.0,61.29,Mercedes-Benz
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.0,2148.0,170.0,5.0,18.0,Mercedes-Benz
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.0,1248.0,73.94,5.0,4.35,Maruti
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.75,Hyundai
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,10.0,Renault
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.0,1248.0,76.0,5.0,1.65,Fiat
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.5,2993.0,258.0,5.0,45.77,BMW
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.3,1197.0,78.9,5.0,3.25,Hyundai
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.0,2494.0,102.0,7.0,12.8,Toyota
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.0,993.0,60.0,5.0,0.55,Maruti
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.15,Maruti
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.0,2179.0,120.0,8.0,7.0,Mahindra
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,Tata
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.8,999.0,123.24,5.0,8.5,Ford
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,4.35,Maruti
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.7,796.0,47.3,5.0,3.26,Maruti
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.0,2967.0,241.4,7.0,70.36,Audi
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,Skoda
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.0,1591.0,121.3,5.0,4.28,Hyundai
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.0,1497.0,118.0,5.0,3.57,Honda
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.0,1396.0,88.8,5.0,3.11,Hyundai
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,Hyundai
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,4.7,Volkswagen
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.0,1497.0,117.3,5.0,6.9,Honda
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,Tata
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.4,1995.0,177.0,5.0,28.0,BMW
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.0,1061.0,67.0,5.0,1.35,Maruti
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.0,1199.0,88.7,5.0,4.85,Honda
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.1,Hyundai
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.2,2143.0,170.0,5.0,18.64,Mercedes-Benz
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.8,Hyundai
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.6,2393.0,147.8,7.0,20.25,Toyota
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,26.78,Audi
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.9,2494.0,100.6,7.0,8.26,Toyota
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.4,1198.0,73.9,5.0,3.89,Volkswagen
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.9,998.0,67.1,5.0,2.1,Maruti
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,Honda
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,Tata
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,20.77,Audi
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,20.26,Mercedes-Benz
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,94.0,5.0,1.5,Hyundai
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.0,1248.0,94.0,5.0,2.5,Maruti
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.0,998.0,67.04,5.0,4.25,Maruti
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.0,2143.0,201.15,5.0,57.0,Mercedes-Benz
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.0,2179.0,187.7,5.0,44.0,Land Rover
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.65,Volkswagen
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.0,1198.0,86.8,5.0,3.13,Honda
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.0,2956.0,83.1,7.0,1.5,Tata
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.0,998.0,67.1,5.0,2.65,Maruti
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.0,1396.0,70.0,5.0,1.25,Tata
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.0,1373.0,93.7,7.0,8.25,Maruti
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.0,2354.0,177.6,5.0,4.45,Honda
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.0,1248.0,73.9,5.0,3.7,Maruti
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.0,1399.0,68.0,5.0,2.8,Ford
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.0,1497.0,78.0,5.0,1.8,Honda
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,21.95,Audi
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.5,2993.0,313.0,4.0,49.0,BMW
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.7,2967.0,245.0,7.0,62.67,Audi
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,36.82,998.0,67.1,5.0,1.4,Maruti
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.9,1197.0,78.9,5.0,2.95,Hyundai
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.0,1248.0,74.0,5.0,6.15,Maruti
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.0,1197.0,82.85,5.0,3.3,Hyundai
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.4,1198.0,73.9,5.0,2.55,Volkswagen
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.0,796.0,46.3,5.0,1.5,Maruti
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.0,1794.0,125.0,5.0,2.5,Toyota
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.0,796.0,46.3,5.0,1.4,Maruti
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.1,1248.0,88.8,5.0,3.4,Tata
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.0,796.0,46.3,5.0,2.25,Maruti
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,7.5,Skoda
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.0,1794.0,125.0,5.0,2.8,Toyota
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.0,1197.0,81.83,5.0,7.66,Hyundai
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.0,1248.0,88.5,5.0,7.15,Maruti
Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,3.45,Honda
Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.0,814.0,55.2,5.0,3.55,Hyundai
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.7,1995.0,190.0,5.0,25.99,BMW
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.3,1582.0,126.32,5.0,5.25,Hyundai
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.0,1248.0,88.8,5.0,2.9,Tata
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.4,1984.0,227.0,5.0,2.05,Skoda
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.0,998.0,67.1,5.0,3.75,Maruti
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.0,1498.0,89.84,5.0,6.75,Ford
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.3,1999.0,177.0,5.0,52.0,Jaguar
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.0,1997.0,141.1,5.0,3.91,Honda
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.6,1798.0,177.46,5.0,27.3,Skoda
Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.7,Hyundai
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,3.5,Maruti
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.0,1197.0,83.14,5.0,6.2,Maruti
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.0,1461.0,63.1,5.0,2.75,Nissan
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,3.25,Maruti
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.0,1399.0,67.0,5.0,3.25,Ford
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.0,993.0,60.0,5.0,0.65,Maruti
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.0,1998.0,192.0,5.0,35.0,Mini Clubman
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.5,1364.0,67.05,5.0,3.25,Toyota
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.0,796.0,47.3,5.0,2.9,Maruti
Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.0,796.0,47.0,5.0,2.9,Maruti
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.0,2496.0,179.5,5.0,8.25,Nissan
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.77,Hyundai
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.0,1248.0,88.5,5.0,9.49,Maruti
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.0,2967.0,241.4,7.0,12.95,Audi
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,20.0,Mercedes-Benz
Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.0,796.0,37.0,4.0,1.0,Maruti
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.4,1461.0,83.8,5.0,7.1,Renault
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.4,1364.0,87.2,5.0,16.5,Toyota
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.0,2148.0,170.0,5.0,26.0,Mercedes-Benz
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.0,1248.0,73.9,5.0,3.2,Maruti
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.0,1120.0,71.0,5.0,4.0,Hyundai
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,26.5,Mercedes-Benz
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.0,1595.0,120.7,5.0,11.77,Mercedes-Benz
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz
Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.0,1497.0,117.3,5.0,8.75,Honda
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,94.0,5.0,1.95,Hyundai
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.0,1599.0,103.2,5.0,2.5,Hyundai
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.0,1999.0,246.74,5.0,34.5,Jaguar
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.8,1598.0,122.0,4.0,32.0,Mini Cooper
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.0,2987.0,282.0,5.0,62.81,Mercedes-Benz
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.0,814.0,55.2,5.0,3.25,Hyundai
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.5,998.0,67.04,5.0,3.1,Maruti
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.91,Maruti
BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.0,1995.0,181.0,5.0,11.0,BMW
Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.4,2179.0,138.03,5.0,3.5,Tata
Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.3,1968.0,143.0,5.0,16.5,Audi
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.0,2179.0,187.7,5.0,30.0,Land Rover
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.0,2477.0,175.56,7.0,28.0,Mitsubishi
Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.0,796.0,46.3,5.0,0.92,Maruti
Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.0,2179.0,187.7,5.0,53.83,Land Rover
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,4.95,Hyundai
BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.7,2993.0,218.0,5.0,33.5,BMW
Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.7,2993.0,270.9,5.0,27.95,Jaguar
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.0,1798.0,157.75,5.0,7.25,Skoda
Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.7,1968.0,174.33,5.0,25.71,Audi
